,,,"Vancouver, City [Census subdivision], British Columbia",,,,,,"Canada [Country]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Major field of study - Classification of Instructional Programs (CIP) 2016","    03. Natural resources and conservation",,    2300,,    1295,,    1000,,  133120,,   91115,,   42005,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Health and related fields",,   43615,,   12095,,   31515,, 2266720,,  441180,, 1825545,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    31. Parks; recreation; leisure and fitness studies",,    3810,,    2070,,    1750,,  164295,,   81260,,   83040,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    51. Health professions and related programs",,   37380,,    8735,,   28640,, 2047680,,  329010,, 1718670,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    60. Dental; medical and veterinary residency programs",,    2420,,    1290,,    1130,,   54740,,   30910,,   23830,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Personal; protective and transportation services",,   13010,,    6365,,    6650,,  995825,,  507200,,  488630,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    12. Personal and culinary services",,   10320,,    4160,,    6160,,  565555,,  151530,,  414025,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    28. Military science; leadership and operational art",,      25,,      30,,       0,,    3505,,    3080,,     420,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    29. Military technologies and applied sciences",,      50,,      55,,       0,,    7900,,    7230,,     670,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    43. Security and protective services",,     850,,     645,,     205,,  206745,,  150540,,   56205,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    49. Transportation and materials moving",,    1760,,    1480,,     280,,  212125,,  194810,,   17315,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Other",,     130,,      35,,      90,,    3170,,     885,,    2280,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.99 Multidisciplinary/interdisciplinary studies; other",,     125,,      35,,      95,,    3170,,     890,,    2280,
"Major field of study - Classification of Instructional Programs (CIP) 2016","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 25 to 64 years in private households - 25% sample data",151,  384600,,  187670,,  196930,,18931385,, 9268555,, 9662825,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  No postsecondary certificate; diploma or degree",152,  103460,,   53680,,   49780,, 6664380,, 3447130,, 3217250,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Education",,   12300,,    2960,,    9340,,  727515,,  160315,,  567205,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    13. Education",,   12300,,    2955,,    9340,,  727515,,  160315,,  567200,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Visual and performing arts; and communications technologies",,   25455,,   12555,,   12905,,  467905,,  208365,,  259545,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    10. Communications technologies/technicians and support services",,    3960,,    3095,,     870,,   74530,,   53995,,   20535,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    50. Visual and performing arts",,   21490,,    9455,,   12040,,  393375,,  154370,,  239005,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Humanities",,   20405,,    7990,,   12420,,  614815,,  232425,,  382390,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    16. Aboriginal and foreign languages; literatures and linguistics",,    2620,,     620,,    2000,,   76540,,   16200,,   60340,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    23. English language and literature/letters",,    6860,,    2315,,    4545,,  133800,,   38310,,   95485,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    24. Liberal arts and sciences; general studies and humanities",,    5080,,    1965,,    3110,,  191005,,   71770,,  119235,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30A Interdisciplinary humanities",153,     120,,      45,,      75,,    3140,,    1250,,    1895,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    38. Philosophy and religious studies",,    1430,,     830,,     600,,   37870,,   21930,,   15940,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    39. Theology and religious vocations",,     915,,     515,,     400,,   52295,,   31200,,   21090,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    54. History",,    2745,,    1560,,    1190,,   82565,,   43475,,   39085,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    55. French language and literature/letters",,     635,,     140,,     495,,   37600,,    8285,,   29315,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Social and behavioural sciences and law",,   45245,,   17425,,   27820,, 1417625,,  453100,,  964525,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    05. Area; ethnic; cultural; gender; and group studies",,    1115,,     325,,     795,,   20300,,    4595,,   15705,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    09. Communication; journalism and related programs",,    5980,,    2105,,    3880,,  152080,,   56125,,   95955,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    19. Family and consumer sciences/human sciences",,    3535,,     475,,    3060,,  259845,,   19160,,  240685,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    22. Legal professions and studies",,    7310,,    3060,,    4250,,  241170,,   76720,,  164445,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30B Interdisciplinary social and behavioural sciences",154,     945,,     270,,     680,,   27310,,    6390,,   20920,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    42. Psychology",,    8065,,    2315,,    5750,,  218470,,   51570,,  166900,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    45. Social sciences",,   18295,,    8880,,    9415,,  498450,,  238540,,  259915,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Business; management and public administration",,   61150,,   27210,,   33935,, 2696770,, 1000895,, 1695875,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.16 Accounting and computer science",,      65,,      20,,      45,,    4955,,    1480,,    3475,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    44. Public administration and social service professions",,    2795,,     710,,    2090,,  192190,,   36890,,  155305,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    52. Business; management; marketing and related support services",,   58285,,   26480,,   31805,, 2499625,,  962530,, 1537095,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Physical and life sciences and technologies",,   14980,,    7860,,    7120,,  449870,,  222120,,  227755,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    26. Biological and biomedical sciences",,    7305,,    3385,,    3925,,  195830,,   79945,,  115880,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.01 Biological and physical sciences",,    2980,,    1485,,    1490,,   89205,,   42265,,   46945,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30C Other interdisciplinary physical and life sciences",155,     160,,      40,,     120,,    9280,,    3850,,    5430,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    40. Physical sciences",,    4350,,    2865,,    1495,,  132935,,   87025,,   45905,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,     180,,      85,,      95,,   22625,,    9035,,   13590,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,   14890,,   10165,,    4725,,  567415,,  368840,,  198575,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,   11860,,    8735,,    3130,,  464000,,  321805,,  142190,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,     970,,     210,,     765,,   29955,,    4870,,   25080,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,    1860,,    1100,,     765,,   65620,,   36895,,   28725,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,     195,,     125,,      65,,    7840,,    5270,,    2575,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,   37840,,   31050,,    6785,, 2532555,, 2271735,,  260820,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,    4300,,    2400,,    1905,,   93135,,   57280,,   35850,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,   16985,,   13240,,    3745,,  612265,,  490980,,  121285,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,    5375,,    4725,,     650,,  475045,,  418595,,   56450,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.12 Historic preservation and conservation",,      20,,      20,,       0,,     350,,      70,,     275,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    46. Construction trades",,    5115,,    4950,,     160,,  515630,,  499670,,   15960,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    47. Mechanic and repair technologies/technicians",,    4320,,    4130,,     185,,  540800,,  523425,,   17375,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    48. Precision production",,    1720,,    1585,,     140,,  295335,,  281715,,   13620,
